Artikelnummer,FAQ
WS-C3650-12X48FD-E,"Wie viele Ports hat der WS-C3650-12X48FD-E?||Der WS-C3650-12X48FD-E bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, PoE+) + zwei feste 10G-SFP+- und zwei feste 1G-SFP-Uplinks.##Lässt sich der WS-C3650-12X48FD-E stapeln?||Ja, der WS-C3650-12X48FD-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48FD-E?||Der WS-C3650-12X48FD-E liefert PoE+ nach IEEE 802.3at (bis 30 W/Port, 660 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-12X48FD-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-12X48FD-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-12X48UQ-L,"Wie viele Ports hat der WS-C3650-12X48UQ-L?||Der WS-C3650-12X48UQ-L bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-12X48UQ-L stapeln?||Ja, der WS-C3650-12X48UQ-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UQ-L?||Der WS-C3650-12X48UQ-L liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Routet der WS-C3650-12X48UQ-L (LAN Base)?||Der WS-C3650-12X48UQ-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-12X48UQ-S,"Wie viele Ports hat der WS-C3650-12X48UQ-S?||Der WS-C3650-12X48UQ-S bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-12X48UQ-S stapeln?||Ja, der WS-C3650-12X48UQ-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UQ-S?||Der WS-C3650-12X48UQ-S liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-12X48UQ-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-12X48UQ-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-12X48UQ-E,"Wie viele Ports hat der WS-C3650-12X48UQ-E?||Der WS-C3650-12X48UQ-E bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + vier feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-12X48UQ-E stapeln?||Ja, der WS-C3650-12X48UQ-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UQ-E?||Der WS-C3650-12X48UQ-E liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-12X48UQ-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-12X48UQ-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-12X48UR-L,"Wie viele Ports hat der WS-C3650-12X48UR-L?||Der WS-C3650-12X48UR-L bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + acht feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-12X48UR-L stapeln?||Ja, der WS-C3650-12X48UR-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UR-L?||Der WS-C3650-12X48UR-L liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Routet der WS-C3650-12X48UR-L (LAN Base)?||Der WS-C3650-12X48UR-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-12X48UR-S,"Wie viele Ports hat der WS-C3650-12X48UR-S?||Der WS-C3650-12X48UR-S bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + acht feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-12X48UR-S stapeln?||Ja, der WS-C3650-12X48UR-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UR-S?||Der WS-C3650-12X48UR-S liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-12X48UR-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-12X48UR-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-12X48UR-E,"Wie viele Ports hat der WS-C3650-12X48UR-E?||Der WS-C3650-12X48UR-E bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + acht feste 10G-SFP+-Uplinks.##Lässt sich der WS-C3650-12X48UR-E stapeln?||Ja, der WS-C3650-12X48UR-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UR-E?||Der WS-C3650-12X48UR-E liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-12X48UR-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-12X48UR-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
WS-C3650-12X48UZ-L,"Wie viele Ports hat der WS-C3650-12X48UZ-L?||Der WS-C3650-12X48UZ-L bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + zwei feste 40G-QSFP+-Uplinks.##Lässt sich der WS-C3650-12X48UZ-L stapeln?||Ja, der WS-C3650-12X48UZ-L stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UZ-L?||Der WS-C3650-12X48UZ-L liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Routet der WS-C3650-12X48UZ-L (LAN Base)?||Der WS-C3650-12X48UZ-L beherrscht mit LAN Base umfassendes Layer-2-Switching (bis 255 VLANs, statisches Routing); für dynamisches Routing dienen IP Base/IP Services."
WS-C3650-12X48UZ-S,"Wie viele Ports hat der WS-C3650-12X48UZ-S?||Der WS-C3650-12X48UZ-S bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + zwei feste 40G-QSFP+-Uplinks.##Lässt sich der WS-C3650-12X48UZ-S stapeln?||Ja, der WS-C3650-12X48UZ-S stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UZ-S?||Der WS-C3650-12X48UZ-S liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Was leistet die IP Base-Lizenz des WS-C3650-12X48UZ-S?||Mit der IP Base-Lizenz beherrscht der WS-C3650-12X48UZ-S Routed Access (statisches Routing, RIPv2, EIGRP-Stub, OSPF for Routed Access, PBR)."
WS-C3650-12X48UZ-E,"Wie viele Ports hat der WS-C3650-12X48UZ-E?||Der WS-C3650-12X48UZ-E bietet 48× Kupfer-Ports (12 Multigigabit 100M/1/2.5/5/10G plus 36 Gigabit 10/100/1000, UPOE) + zwei feste 40G-QSFP+-Uplinks.##Lässt sich der WS-C3650-12X48UZ-E stapeln?||Ja, der WS-C3650-12X48UZ-E stapelt per Cisco StackWise-160 (optionales Stack-Kit, bis 9 Einheiten, 160 Gbit/s).##Welches PoE hat der WS-C3650-12X48UZ-E?||Der WS-C3650-12X48UZ-E liefert Cisco UPOE mit bis zu 60 W pro Port (660 W Budget).##Was leistet die IP Services-Lizenz des WS-C3650-12X48UZ-E?||Mit der IP Services-Lizenz beherrscht der WS-C3650-12X48UZ-E volles dynamisches Routing (OSPF, EIGRP, BGPv4, IS-IS, PIM, VRF-Lite, IPv6/OSPFv3)."
