Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
DWDM-GBIC-60.61,"550,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"1G-DWDM-GBIC (EOL, flach)"
X2-10GB-SR++,"400,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,X2 10G SR (EOL)
X2-10GB-LR++,"600,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,X2 10G (EOL)
X2-10GB-LRM++,"550,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,X2 10G (EOL)
XFP-10GER-192IR+,"950,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,XFP 10G (EOL)
DWDM-XENPAK-30.33,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-31.12,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-31.90,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-32.68,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-34.25,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-35.04,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-35.82,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-36.61,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-38.19,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-38.98,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-39.77,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-40.56,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-42.14,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-42.94,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-43.73,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-44.53,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-46.12,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-46.92,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-47.72,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-48.51,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-50.12,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-50.92,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-51.72,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-52.52,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-54.13,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-54.94,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-55.75,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-56.55,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-58.17,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-58.98,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-59.79,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
DWDM-XENPAK-60.61,"1600,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,"10G-DWDM-XENPAK (EOL, flach)"
XENPAK-10GB-LR+,"720,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,XENPAK 10G LR/LW (EOL)
XENPAK-10GB-ER+,"1300,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,XENPAK 10G (EOL)
XENPAK-10GB-LW,"720,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,XENPAK 10G LR/LW (EOL)
WDM-XENPAK-REC,"900,00",Kalibrierung SFP-10G-SR €198 + EOL-Formfaktor-Aufschlag (X2/XENPAK/XFP),geschätzt-aus-Vergleich,WDM-XENPAK (EOL)
DWDM-SFP10G-30.33,"900,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,10G-DWDM-SFP+ (tunable=Premium)
DWDM-SFP10G-31.12,"900,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,10G-DWDM-SFP+ (tunable=Premium)
DWDM-SFP10G-61.41,"900,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,10G-DWDM-SFP+ (tunable=Premium)
DWDM-SFP10G-C-I,"2200,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,10G-DWDM-SFP+ (tunable=Premium)
DWDM-SFP10G-E-I,"2200,00","cisco.com DWDM SFP+/GBIC ds + genuine-DWDM-Markt (λ ≠ Preis, flach je Klasse)",geschätzt-aus-Vergleich,10G-DWDM-SFP+ (tunable=Premium)
DS-SFP-FCGE-SW,"130,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD (1G FC/GE)
DS-SFP-FCGE-LW,"180,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD (1G FC/GE)
DS-SFP-GE-T,"90,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD (1G copper)
ONS-SI-GE-EX,"550,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 1G (Reichweite)
ONS-SI-GE-LX,"400,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 1G (Reichweite)
ONS-SI-GE-SX,"350,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 1G (Reichweite)
ONS-SI-GE-ZX,"700,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 1G (Reichweite)
ONS-CXP2-SR25,"1800,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,CXP (EOL)
ONS-SC+-10G-SR,"600,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G SR
ONS-SC+-10G-LR,"850,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G LR
ONS-SC+-10G-ER,"1400,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G ER
ONS-SC+-10G-ZR,"1900,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G ZR
ONS-SC+-10G-C,"2800,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G tunable
ONS-SI+-10G-SR,"600,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G SR
ONS-SI+-10G-LR,"850,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G LR
ONS-SI+-10G-ER,"1400,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G ER
ONS-SI+-10G-ZR,"1900,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,ONS 10G ZR
GLC-LH-LMM-TI,"190,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-ZX-LMM-TI,"380,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-T++,"90,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
GLC-TE++,"90,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,GLC-LH-SMD
S1G-LH-PM-D-I,"280,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,NCS S1G (Reichweite)
S1G-SX-PM-D-I,"200,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,NCS S1G SX
S1G-TE-PM-D-I,"180,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,NCS S1G copper
S10G-ER-PM-D-I,"900,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,NCS S10G (Reichweite)
S10G-LR-PM-D-I,"480,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,NCS S10G (Reichweite)
S10G-SR-PM-D-I,"350,00",Kalibrierung SFP-10G-SR €198 + ONS-Aufschlag (NCS/ONS-Pluggables),geschätzt-aus-Vergleich,NCS S10G SR
FET-10G,"120,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,FET (low-cost)
DP01QSDD-LK9,"5000,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,QSFP-DD 100G DCO
DP04QSDD-HE0-A1,"8500,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,QSFP-DD 400G ZR/ZR+ DCO
DP04QSDD-HK9,"8500,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,QSFP-DD 400G ZR/ZR+ DCO
DP04QSDD-ULH-A1,"9500,00",fibermall CFP2-DCO 400G $6.500 + CDW DP04CFP2-M25-K9 (Coherent-DCO-Klasse),geschätzt-aus-Vergleich,QSFP-DD 400G ZR/ZR+ DCO
QDD-2Q200-CU2.5M,"358,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-2Q200-CU (Länge)
QDD-400-CU0.5M,"408,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-400G-CU (Länge)
QDD-4ZQ100-CU2.5M,"518,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QDD-400G-CU (Länge)
QSFP-100G-ER4,"3500,00",ebay.com/itm/276439662065 (QSFP-100G-LR4-S NEW SEALED GENUINE w/holo),geschätzt-aus-Vergleich,QSFP-100G-LR4-S
QSFP-100G-AOC,"350,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-AOC
MGBSX1,"60,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,Cisco SB 1G (low-cost)
MGBLX1,"90,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,Cisco SB 1G (low-cost)
MGBLH1,"130,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,Cisco SB 1G (low-cost)
MGBT1,"40,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,Cisco SB 1G (low-cost)
