Artikelnummer,FAQ
N7K-F348XP-25,"Wofür wird die N7K-F348XP-25 verwendet?||Die N7K-F348XP-25 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N7K-F348XP-25?||Die N7K-F348XP-25 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F348XP-25 ein eigenständiger Switch?||Nein – die N7K-F348XP-25 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F348XP-25 ungebraucht?||Ja – Hexwaren führt die N7K-F348XP-25 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-F312FQ-25,"Wofür wird die N7K-F312FQ-25 verwendet?||Die N7K-F312FQ-25 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 12 Ports bereit (12× 40G-QSFP+).##In welche Chassis passt die N7K-F312FQ-25?||Die N7K-F312FQ-25 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F312FQ-25 ein eigenständiger Switch?||Nein – die N7K-F312FQ-25 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F312FQ-25 ungebraucht?||Ja – Hexwaren führt die N7K-F312FQ-25 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N7K-F306CK-25,"Wofür wird die N7K-F306CK-25 verwendet?||Die N7K-F306CK-25 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7000-Chassis und stellt 6 Ports bereit (6× 100G-CPAK).##In welche Chassis passt die N7K-F306CK-25?||Die N7K-F306CK-25 ist mit den Nexus 7000-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N7K-F306CK-25 ein eigenständiger Switch?||Nein – die N7K-F306CK-25 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7000-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N7K-F306CK-25 ungebraucht?||Ja – Hexwaren führt die N7K-F306CK-25 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7000-Installationen."
N77-F248XP-23E,"Wofür wird die N77-F248XP-23E verwendet?||Die N77-F248XP-23E ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N77-F248XP-23E?||Die N77-F248XP-23E ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-F248XP-23E ein eigenständiger Switch?||Nein – die N77-F248XP-23E ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-F248XP-23E ungebraucht?||Ja – Hexwaren führt die N77-F248XP-23E ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-F348XP-23,"Wofür wird die N77-F348XP-23 verwendet?||Die N77-F348XP-23 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N77-F348XP-23?||Die N77-F348XP-23 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-F348XP-23 ein eigenständiger Switch?||Nein – die N77-F348XP-23 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-F348XP-23 ungebraucht?||Ja – Hexwaren führt die N77-F348XP-23 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-F324FQ-25,"Wofür wird die N77-F324FQ-25 verwendet?||Die N77-F324FQ-25 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 24 Ports bereit (24× 40G-QSFP+).##In welche Chassis passt die N77-F324FQ-25?||Die N77-F324FQ-25 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-F324FQ-25 ein eigenständiger Switch?||Nein – die N77-F324FQ-25 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-F324FQ-25 ungebraucht?||Ja – Hexwaren führt die N77-F324FQ-25 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-F312CK-26,"Wofür wird die N77-F312CK-26 verwendet?||Die N77-F312CK-26 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 12 Ports bereit (12× 100G-CPAK).##In welche Chassis passt die N77-F312CK-26?||Die N77-F312CK-26 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-F312CK-26 ein eigenständiger Switch?||Nein – die N77-F312CK-26 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-F312CK-26 ungebraucht?||Ja – Hexwaren führt die N77-F312CK-26 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-F430CQ-36,"Wofür wird die N77-F430CQ-36 verwendet?||Die N77-F430CQ-36 ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 30 Ports bereit (30× 100G-QSFP28).##In welche Chassis passt die N77-F430CQ-36?||Die N77-F430CQ-36 ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-F430CQ-36 ein eigenständiger Switch?||Nein – die N77-F430CQ-36 ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-F430CQ-36 ungebraucht?||Ja – Hexwaren führt die N77-F430CQ-36 ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-M348XP-23L,"Wofür wird die N77-M348XP-23L verwendet?||Die N77-M348XP-23L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 48 Ports bereit (48× 1/10G-SFP+).##In welche Chassis passt die N77-M348XP-23L?||Die N77-M348XP-23L ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-M348XP-23L ein eigenständiger Switch?||Nein – die N77-M348XP-23L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-M348XP-23L ungebraucht?||Ja – Hexwaren führt die N77-M348XP-23L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-M324FQ-25L,"Wofür wird die N77-M324FQ-25L verwendet?||Die N77-M324FQ-25L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 24 Ports bereit (24× 40G-QSFP+).##In welche Chassis passt die N77-M324FQ-25L?||Die N77-M324FQ-25L ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-M324FQ-25L ein eigenständiger Switch?||Nein – die N77-M324FQ-25L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-M324FQ-25L ungebraucht?||Ja – Hexwaren führt die N77-M324FQ-25L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
N77-M312CQ-26L,"Wofür wird die N77-M312CQ-26L verwendet?||Die N77-M312CQ-26L ist ein I/O-Modul (I/O-Linecard) für die Cisco-Nexus 7700-Chassis und stellt 12 Ports bereit (12× 100G-QSFP28).##In welche Chassis passt die N77-M312CQ-26L?||Die N77-M312CQ-26L ist mit den Nexus 7700-Chassis kompatibel und benötigt einen freien Steckplatz; das Chassis ist separat erhältlich.##Ist die N77-M312CQ-26L ein eigenständiger Switch?||Nein – die N77-M312CQ-26L ist ein I/O-Linecard und benötigt ein kompatibles Nexus 7700-Chassis mit Cisco NX-OS; sie wird nicht eigenständig betrieben.##Ist die N77-M312CQ-26L ungebraucht?||Ja – Hexwaren führt die N77-M312CQ-26L ausschließlich als ungebrauchte Original-Hardware für Ersatz, Redundanz und Bestandserweiterung in bestehenden Nexus 7700-Installationen."
