Artikelnummer,FAQ
AOC-SFP-10G-3M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-10G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-SFP-10G-5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-10G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-SFP-10G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-10G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-SFP-10G-15M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-10G-15M?||Das Kabel hat eine feste Länge von 15 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-SFP-25G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-25G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-25G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-25G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-25G-2.5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-25G-2.5M?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-25G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-25G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-SFP-25G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-SFP-25G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-SFP-25G-2M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-25G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-SFP-25G-7M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-25G-7M?||Das Kabel hat eine feste Länge von 7 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-SFP-25G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-25G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-SFP-25G-20M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-SFP-25G-20M?||Das Kabel hat eine feste Länge von 20 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-QSFP-40G-0.5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-40G-0.5M?||Das Kabel hat eine feste Länge von 0,5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus."
DAC-QSFP-40G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-40G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-40G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-40G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-40G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-40G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-QSFP-40G-3M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-40G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-QSFP-40G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-40G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-QSFP-4SFP-10G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-4SFP-10G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-4SFP-10G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-4SFP-10G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-4SFP-10G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-4SFP-10G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-QSFP-4SFP-10G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-4SFP-10G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-QSFP-4SFP-10G-30M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-4SFP-10G-30M?||Das Kabel hat eine feste Länge von 30 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q28DD-8SFP-10G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-8SFP-10G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-QSFP-100G-0.5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-100G-0.5M?||Das Kabel hat eine feste Länge von 0,5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus."
DAC-QSFP-100G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-100G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-100G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-100G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-100G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-100G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-100G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-S56DD-Q56-SFF-100G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-S56DD-Q56-SFF-100G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-S56DD-Q56-SFF-100G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-S56DD-Q56-SFF-100G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-S56DD-Q56-SFF-100G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-S56DD-Q56-SFF-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-QSFP-100G-3M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-QSFP-100G-7M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-100G-7M?||Das Kabel hat eine feste Länge von 7 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-QSFP-100G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-100G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-QSFP-100G-30M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-100G-30M?||Das Kabel hat eine feste Länge von 30 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-QSFP-4SFP28-25G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-4SFP28-25G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-4SFP28-25G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-4SFP28-25G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-QSFP-4SFP28-25G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-QSFP-4SFP28-25G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-QSFP-4SFP28-25G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-QSFP-4SFP28-25G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-Q28DD-2Q28-100G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-2Q28-100G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q28DD-2Q28-100G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-2Q28-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-Q28DD-2Q28-100G-5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-2Q28-100G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q28DD-2Q28-100G-15M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-2Q28-100G-15M?||Das Kabel hat eine feste Länge von 15 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-Q28DD-8S28-25G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-8S28-25G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q28DD-8S28-25G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-8S28-25G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-Q28DD-8S28-25G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-8S28-25G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-Q28DD-200G-0.5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-200G-0.5M?||Das Kabel hat eine feste Länge von 0,5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus."
DAC-Q28DD-200G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-200G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q28DD-200G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-200G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q28DD-200G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q28DD-200G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-Q28DD-200G-5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-200G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q28DD-200G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-200G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q28DD-200G-20M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q28DD-200G-20M?||Das Kabel hat eine feste Länge von 20 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
DAC-Q56DD-400G-0.5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-400G-0.5M?||Das Kabel hat eine feste Länge von 0,5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus."
DAC-Q56DD-400G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-400G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-400G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-400G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-4Q56-SFF-100G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-4Q56-SFF-100G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-4Q56-SFF-100G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-4Q56-SFF-100G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-4Q56-SFF-100G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-4Q56-SFF-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-SFF-200G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-SFF-200G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-SFF-200G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-SFF-200G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
