Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Reichweite,bis 10 km,10,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-SFP28-LR,,Transceivers & SFP Modul,Standard,25GBASE-LR,14,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Transceiver Typ,SR4,3,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Fasertyp,Multimode,4,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Faseranzahl,8,5,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Anschlusstyp,MPO-12,6,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Reichweite,bis 100 m,10,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-QSFP28-SR4,,Transceivers & SFP Modul,Standard,100GBASE-SR4,14,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Transceiver Typ,LR4,3,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Wellenlänge,"1295,56 / 1300,05 / 1304,58 / 1309,14 nm (LAN-WDM, 4 Lanes)",8,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Reichweite,bis 10 km,10,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-QSFP28-LR4,,Transceivers & SFP Modul,Standard,100GBASE-LR4,14,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Transceiver Typ,PSM4,3,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Fasertyp,Singlemode,4,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Faseranzahl,8,5,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Anschlusstyp,MPO-12,6,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Wellenlänge,"1310 nm (PSM4, 4 Lanes)",8,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Reichweite,bis 2 km,10,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-OM-QSFP28-PSM4,,Transceivers & SFP Modul,Standard,100GBASE-PSM4,14,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Länge,"0,5 m",7,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-SFP10-0.5M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Länge,1 m,7,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-SFP10-1M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Länge,3 m,7,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-SFP10-3M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Länge,"0,5 m",7,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-SFP28-0.5M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Länge,1 m,7,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-SFP28-1M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Länge,3 m,7,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-SFP28-3M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Länge,"0,5 m",7,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-QSFP28-0.5M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Länge,1 m,7,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-QSFP28-1M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Länge,3 m,7,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-DAC-QSFP28-3M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Länge,5 m,7,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP10-5M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Länge,10 m,7,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP10-10M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Länge,20 m,7,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP10-20M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Anschlusstyp,SFP+ auf SFP+,6,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Länge,30 m,7,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP10-30M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Länge,5 m,7,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP28-5M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Länge,10 m,7,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP28-10M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Länge,20 m,7,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP28-20M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Länge,30 m,7,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-SFP28-30M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Länge,5 m,7,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-QSFP28-5M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Länge,10 m,7,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-QSFP28-10M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Länge,20 m,7,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-QSFP28-20M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Formfaktor,QSFP28,1,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Geschwindigkeit,100 Gbit/s,2,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Anschlusstyp,QSFP28 auf QSFP28,6,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Länge,30 m,7,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-AOC-QSFP28-30M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Länge,"0,15 m",7,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
