Artikelnummer,FAQ
SFP-10G-SR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-SR?||26 Meter über FDDI-grade-Faser, bis 300 Meter über OM3 und bis 400 Meter über OM4 bei 850 nm.##Worin unterscheidet sich das SFP-10G-SR vom SFP-10G-SR-S?||Beide sind 10GBASE-SR-Module; das SFP-10G-SR unterstützt FCoE, die kostenoptimierte S-Class-Variante SFP-10G-SR-S nicht."
SFP-10G-SR-X,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Protokolle unterstützt das SFP-10G-SR-X?||Es ist ein Multirate-Modul für 10GBASE-SR, 10GBASE-SW sowie ITU OTU2/OTU2e; Version 1 unterstützt ausschließlich 10GBASE-SR.##Wie weit reicht das Modul?||26 Meter über FDDI-grade-Faser, bis 300 Meter über OM3 und 400 Meter über OM4."
SFP-10G-SR-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Unterstützt das SFP-10G-SR-I CPRI?||Ja. Es unterstützt die CPRI-Datenraten-Optionen 3, 4, 5, 6, 7, 7a und 8 und eignet sich damit für Mobilfunk-Fronthaul-Anwendungen.##Für welche Umgebungen ist das Modul geeignet?||Für den industriellen Temperaturbereich und damit für raue Einsatzumgebungen."
SFP-10G-LRM,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-LRM?||Bis 220 Meter über FDDI-grade-Multimode-Faser und bis 300 Meter über Standard-Singlemode-Faser bei 1310 nm.##Wann brauche ich ein Mode-Conditioning-Patchkabel?||Über FDDI-grade-, OM1- und OM2-Faser ist ein Mode-Conditioning-Patchkabel nötig; über OM3/OM4 ist keines erforderlich."
SFP-10G-LR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-LR-S?||Bis zehn Kilometer über Standard-Singlemode-Faser (G.652) bei 1310 nm.##Unterstützt das SFP-10G-LR-S FCoE?||Nein. Die S-Class-Variante unterstützt kein FCoE; dafür ist das SFP-10G-LR vorgesehen."
SFP-10G-LR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-LR?||Bis zehn Kilometer über Standard-Singlemode-Faser (G.652) bei 1310 nm.##Worin unterscheidet sich das SFP-10G-LR vom SFP-10G-LR-S?||Beide sind 10GBASE-LR-Module; das SFP-10G-LR unterstützt FCoE, die S-Class-Variante SFP-10G-LR-S nicht."
SFP-10G-LR-X,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Protokolle unterstützt das SFP-10G-LR-X?||Es ist ein Multirate-Modul für 10GBASE-LR, 10GBASE-LW sowie ITU OTU2/OTU2e.##Wie weit reicht das Modul?||Bis zehn Kilometer über Standard-Singlemode-Faser (G.652) bei 1310 nm."
SFP-10G-LR10-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Unterstützt das SFP-10G-LR10-I CPRI?||Ja. Es unterstützt die CPRI-Datenraten-Optionen 3, 4, 5, 6, 7, 7a und 8 für Mobilfunk-Fronthaul-Anwendungen.##Für welche Umgebungen ist das Modul geeignet?||Für den industriellen Temperaturbereich und damit für raue Einsatzumgebungen."
SFP-10G-BXD-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das SFP-10G-BXD-I?||Ein SFP-10G-BXU-I: Das BXD-I sendet bei 1330 nm und empfängt bei 1270 nm, das BXU-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 10 km.##Werden Verbindungen über 10 km unterstützt?||Bis 15 km sind als Engineered Links möglich, solange der Kanal-Einfügeverlust unter 6,2 dB bleibt."
SFP-10G-BXU-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das SFP-10G-BXU-I?||Ein SFP-10G-BXD-I: Das BXU-I sendet bei 1270 nm und empfängt bei 1330 nm, das BXD-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 10 km.##Werden Verbindungen über 10 km unterstützt?||Bis 15 km sind als Engineered Links möglich, solange der Kanal-Einfügeverlust unter 6,2 dB bleibt."
SFP-10G-ER-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-ER-S?||Bis zu 40 Kilometer über Standard-Singlemode-Faser (G.652) bei 1550 nm; Strecken über 30 km gelten als Engineered Links.##Brauche ich ein Dämpfungsglied?||Für Verbindungen unter 20 km ist ein 5-dB-1550-nm-Dämpfungsglied (15216 ATT LC 5=) erforderlich."
SFP-10G-ER,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-ER?||Bis zu 40 Kilometer über Standard-Singlemode-Faser (G.652) bei 1550 nm.##Brauche ich ein Dämpfungsglied?||Für Verbindungen unter 20 km ist ein 5-dB-1550-nm-Dämpfungsglied erforderlich."
SFP-10G-ER-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Protokolle unterstützt das SFP-10G-ER-I?||Es ist ein Multirate-Modul für 10GBASE-ER, 10GBASE-EW sowie ITU OTU2/OTU2e.##Brauche ich ein Dämpfungsglied?||Für Verbindungen unter 20 km ist ein 5-dB-1550-nm-Dämpfungsglied erforderlich."
SFP-10G-BX40D-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das SFP-10G-BX40D-I?||Ein SFP-10G-BX40U-I: Das BX40D-I sendet bei 1330 nm und empfängt bei 1270 nm, das BX40U-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 40 km.##Brauche ich ein Dämpfungsglied?||Ja, distanzabhängig: 15 dB unter 5 km, 10 dB zwischen 5 und 15 km, 5 dB zwischen 15 und 25 km."
SFP-10G-BX40U-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das SFP-10G-BX40U-I?||Ein SFP-10G-BX40D-I: Das BX40U-I sendet bei 1270 nm und empfängt bei 1330 nm, das BX40D-I genau umgekehrt — über eine einzelne Singlemode-Faser bis 40 km.##Brauche ich ein Dämpfungsglied?||Ja, distanzabhängig: 15 dB unter 5 km, 10 dB zwischen 5 und 15 km, 5 dB zwischen 15 und 25 km."
SFP-10G-ZR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-ZR-S?||Bis zu etwa 80 Kilometer über Standard-Singlemode-Faser (G.652) bei 1550 nm.##Ist 10GBASE-ZR ein IEEE-Standard?||Nein. Die ZR-Schnittstelle ist nicht Teil der IEEE-10-Gigabit-Ethernet-Standards, sondern nach Cisco-Spezifikation gebaut."
SFP-10G-ZR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Protokolle unterstützt das SFP-10G-ZR?||Es ist ein Multirate-Modul für 10GBASE-ZR, 10GBASE-ZW sowie ITU OTU2/OTU2e.##Wie weit reicht das Modul?||Bis zu etwa 80 Kilometer über Standard-Singlemode-Faser (G.652) bei 1550 nm."
SFP-10G-ZR-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das SFP-10G-ZR-I?||Bis zu 70 Kilometer über Standard-Singlemode-Faser (G.652) bei 1550 nm, bei einer angenommenen Faser-Dispersion von 20 ps/(nm·km).##Wie verhält sich das Modul bei sehr niedrigen Temperaturen?||Es hat einen Kaltstart bei -40 °C; von -40 bis -28 °C sind alle Low-Speed-Funktionen (DOM, I2C) verfügbar, optischer Verkehr ist von -28 bis 85 °C voll funktionsfähig."
SFP-H10GB-CU1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-CU1-5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU1-5M?||Das Kabel hat eine feste Länge von 1,5 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-CU2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-CU2-5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU2-5M?||Das Kabel hat eine feste Länge von 2,5 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-CU3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-CU4M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU4M?||Das Kabel hat eine feste Länge von 4 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-CU5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-CU5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Das passive Twinax-Kabel kommt ohne aktive Elektronik und ohne externe Stromversorgung aus."
SFP-H10GB-ACU7M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-ACU7M?||Das Kabel hat eine feste Länge von 7 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Trotz aktiver Signalaufbereitung wird die Versorgung über die SFP+-Ports bereitgestellt; ein externes Netzteil ist nicht nötig."
SFP-H10GB-ACU10M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-H10GB-ACU10M?||Das Kabel hat eine feste Länge von 10 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Trotz aktiver Signalaufbereitung wird die Versorgung über die SFP+-Ports bereitgestellt; ein externes Netzteil ist nicht nötig."
SFP-10G-AOC1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-10G-AOC1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-10G-AOC2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-10G-AOC2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-10G-AOC3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-10G-AOC3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-10G-AOC5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-10G-AOC5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-10G-AOC7M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-10G-AOC7M?||Das Kabel hat eine feste Länge von 7 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-10G-AOC10M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie lang ist das SFP-10G-AOC10M?||Das Kabel hat eine feste Länge von 10 m mit zwei werkseitig konfektionierten SFP+-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
GLC-T,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Kabel benötige ich?||Standardmäßige Twisted-Pair-Kupferverkabelung der Kategorie 5 (Cat 5 oder besser) mit RJ-45-Steckern, bis zu 100 Meter Länge.##Unterstützt das GLC-T Autonegotiation?||Ja. Das Modul unterstützt 10/100/1000-Mbit/s-Autonegotiation und Auto-MDI/MDIX."
GLC-TE,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Worin unterscheidet sich das GLC-TE vom GLC-T?||Beide sind 1000BASE-T-Kupfermodule; das GLC-TE ist für den erweiterten Temperaturbereich von -5 bis 85 °C ausgelegt, das GLC-T nur für 0 bis 70 °C.##Welches Kabel benötige ich?||Cat-5-Kupferverkabelung oder besser mit RJ-45-Steckern, bis zu 100 Meter."
GLC-T-RGD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Für welche Umgebungen ist das GLC-T-RGD geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert und auf Cisco Industrial-Ethernet- und Connected-Grid-Plattformen abgestimmt.##Welches Kabel benötige ich?||Cat-5-Kupferverkabelung oder besser mit RJ-45-Steckern, bis zu 100 Meter."
SFP-GE-T,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Was bedeutet NEBS 3 ESD beim SFP-GE-T?||Das Modul ist nach NEBS Level 3 für elektrostatische Entladung qualifiziert und damit für anspruchsvolle Carrier- und Telekommunikationsumgebungen geeignet.##Welches Kabel benötige ich?||Cat-5-Kupferverkabelung oder besser mit RJ-45-Steckern, bis zu 100 Meter."
GLC-SX-MMD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das GLC-SX-MMD?||550 Meter über 50-µm-OM2-Faser und bis zu einem Kilometer über laseroptimierte OM3/OM4-Faser; über 62,5-µm-FDDI-Faser sind 220 Meter möglich.##Welcher Anschluss wird verwendet?||Ein Dual-LC/PC-Anschluss für Multimode-Faser. Patchkabel mit PC- oder UPC-Steckern werden unterstützt, APC nicht."
GLC-SX-MM-RGD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Für welche Umgebungen ist das GLC-SX-MM-RGD geeignet?||Für industrielle Umgebungen mit Temperaturen von -40 bis 85 °C, abgestimmt auf Cisco Industrial-Ethernet- und Connected-Grid-Plattformen.##Wie weit reicht das Modul?||550 Meter über OM2 und bis zu einem Kilometer über laseroptimierte OM3/OM4-Faser bei 850 nm."
GLC-LH-SMD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das GLC-LH-SMD?||Bis zehn Kilometer über Standard-Singlemode-Faser (G.652) bei 1310 nm; über Multimode-Faser 550 Meter mit Mode-Conditioning-Patchkabel.##Wann brauche ich ein Mode-Conditioning-Patchkabel?||Nur beim Betrieb über ältere Multimode-Faser. Über Singlemode-Faser ist kein Mode-Conditioning-Patchkabel erforderlich."
GLC-LX-SM-RGD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Für welche Umgebungen ist das GLC-LX-SM-RGD geeignet?||Für industrielle Umgebungen mit Temperaturen von -40 bis 85 °C, abgestimmt auf Cisco Industrial-Ethernet- und Connected-Grid-Plattformen.##Wie weit reicht das Modul?||Bis zehn Kilometer über Standard-Singlemode-Faser (G.652) bei 1310 nm."
GLC-EX-SMD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das GLC-EX-SMD?||Bis zu 40 Kilometer über Standard-Singlemode-Faser (G.652) bei 1310 nm.##Brauche ich ein Dämpfungsglied?||Für Back-to-Back-Verbindungen ist an jedem Linkende ein 5-dB-Inline-Dämpfungsglied zwischen Glasfaser und Empfangsport des SFP einzufügen."
GLC-ZX-SMD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das GLC-ZX-SMD?||Etwa 70 Kilometer über Standard-Singlemode-Faser bei 1550 nm, mit einem optischen Linkbudget von 21 dB; die genaue Reichweite hängt von der Faserqualität ab.##Brauche ich bei kurzen Strecken ein Dämpfungsglied?||Ja. Liegt der Faserverlust unter 8 dB, ist an jedem Linkende ein 10-dB-Inline-Dämpfungsglied einzufügen, um eine Überlastung des Empfängers zu vermeiden."
GLC-ZX-SM-RGD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Für welche Umgebungen ist das GLC-ZX-SM-RGD geeignet?||Für industrielle Umgebungen mit Temperaturen von -40 bis 85 °C, abgestimmt auf Cisco Industrial-Ethernet- und Connected-Grid-Plattformen.##Wie weit reicht das Modul?||Etwa 70 Kilometer über Standard-Singlemode-Faser bei 1550 nm, mit 21 dB Linkbudget."
GLC-GE-DR-LX,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Was bedeutet Dual-Rate beim GLC-GE-DR-LX?||Das Modul arbeitet wahlweise mit 100 Mbit/s (100BASE-LX10) oder 1 Gbit/s (1000BASE-LX/LH) und eignet sich so für gemischte Fast-Ethernet- und Gigabit-Umgebungen.##Brauche ich im 100M-Betrieb ein Dämpfungsglied?||Ja. Bei Interoperabilität mit einer 100BASE-LX10-Gegenstelle ist ein 5-dB-Dämpfungsglied im Tx-Pfad nötig; im 1G-Betrieb ist keine Dämpfung erforderlich."
GLC-BX-U,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX-U?||Ein 1000BASE-BX10-D-Modul (z. B. GLC-BX-D): Das BX-U sendet bei 1310 nm und empfängt bei 1490 nm, das BX-D genau umgekehrt.##Welche Verkabelung wird benötigt?||Eine einzelne Standard-Singlemode-Faser (G.652) mit Single-LC-Anschluss; das Gegenmodul muss die zueinander passenden Sende-/Empfangswellenlängen nutzen."
GLC-BX-D,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX-D?||Ein 1000BASE-BX10-U-Modul (z. B. GLC-BX-U): Das BX-D sendet bei 1490 nm und empfängt bei 1310 nm, das BX-U genau umgekehrt.##Welche Verkabelung wird benötigt?||Eine einzelne Standard-Singlemode-Faser (G.652) mit Single-LC-Anschluss; das Gegenmodul muss die zueinander passenden Sende-/Empfangswellenlängen nutzen."
GLC-BX-U-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX-U-I?||Ein 1000BASE-BX10-D-Modul (z. B. GLC-BX-D-I): Das BX-U-I sendet bei 1310 nm und empfängt bei 1490 nm.##Für welche Umgebungen ist das GLC-BX-U-I geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert."
GLC-BX-D-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX-D-I?||Ein 1000BASE-BX10-U-Modul (z. B. GLC-BX-U-I): Das BX-D-I sendet bei 1490 nm und empfängt bei 1310 nm.##Für welche Umgebungen ist das GLC-BX-D-I geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert."
